ID,lifestage,sex,unit_of_measure,country,recorded_year,recorded_value
4022,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2021,0.41
4023,Juvenile,F,"Per hundred thousand inhabitants",Austria,2018,1.08
4024,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2022,0.20
4025,Juvenile,F,Number,Liechtenstein,2022,0.00
4026,Juvenile,F,"Per hundred thousand inhabitants",Austria,2019,0.80
4027,Juvenile,F,Number,Liechtenstein,2023,0.00
4028,Juvenile,F,"Per hundred thousand inhabitants",Czechia,2023,0.78
4029,Juvenile,F,"Per hundred thousand inhabitants",Austria,2020,1.33
4030,Juvenile,F,Number,Lithuania,2008,3.00
4031,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2008,0.00
4032,Juvenile,F,"Per hundred thousand inhabitants",Austria,2021,1.33
4033,Juvenile,F,Number,Lithuania,2009,5.00
4034,Juvenile,F,Number,Slovakia,2009,3.00
4035,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2009,0.00
4036,Juvenile,F,"Per hundred thousand inhabitants",Austria,2022,0.40
4037,Juvenile,F,Number,Lithuania,2010,7.00
4038,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2010,0.34
4039,Juvenile,F,"Per hundred thousand inhabitants",Austria,2023,1.17
4040,Juvenile,F,Number,Lithuania,2011,5.00
4041,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2011,0.00
4042,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2008,0.56
4043,Juvenile,F,Number,Lithuania,2012,7.00
4044,Juvenile,F,Number,Slovakia,2010,1.00
4045,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2012,0.17
4046,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2009,0.09
4047,Juvenile,F,Number,Lithuania,2013,2.00
4048,Juvenile,F,Number,Slovakia,2011,4.00
4049,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2013,0.00
4050,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2010,0.65
4051,Juvenile,F,Number,Slovakia,2012,5.00
4052,Juvenile,F,Number,Lithuania,2014,3.00
4053,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2014,0.00
4054,Juvenile,F,Number,Slovakia,2013,6.00
4055,Juvenile,F,Number,Lithuania,2015,1.00
4056,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2011,0.36
4057,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2015,0.00
4058,Juvenile,F,Number,Slovakia,2014,3.00
4059,Juvenile,F,Number,Lithuania,2016,1.00
4060,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2012,0.09
4061,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2016,0.00
4062,Juvenile,F,Number,Slovakia,2015,3.00
4063,Juvenile,F,Number,Lithuania,2017,1.00
4064,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2013,0.36
4065,Juvenile,F,Number,Slovakia,2016,0.00
4066,Juvenile,F,Number,Lithuania,2018,3.00
4067,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2015,0.36
4068,Juvenile,F,Number,Lithuania,2019,1.00
4069,Juvenile,F,Number,Slovakia,2017,0.00
4070,Juvenile,F,Number,Lithuania,2020,0.00
4071,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2017,0.00
4072,Juvenile,F,Number,Slovakia,2018,0.00
4073,Juvenile,F,Number,Lithuania,2021,1.00
4074,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2018,0.00
4075,Juvenile,F,Number,Slovakia,2019,1.00
4076,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2019,0.00
4077,Juvenile,F,Number,Lithuania,2022,2.00
4078,Juvenile,F,Number,Slovakia,2020,1.00
4079,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2017,0.18
4080,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2020,0.00
4081,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2018,0.00
4082,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2021,0.00
4083,Juvenile,F,Number,Slovakia,2021,2.00
4084,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2019,0.00
4085,Juvenile,F,Number,Lithuania,2023,0.00
4086,Juvenile,F,Number,Slovakia,2022,2.00
4087,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2022,0.00
4088,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2020,0.00
4089,Juvenile,F,Number,Luxembourg,2008,2.00
4090,Juvenile,F,Number,Slovakia,2023,2.00
4091,Juvenile,F,"Per hundred thousand inhabitants",Belgium,2023,0.00
4092,Juvenile,F,Number,Luxembourg,2009,1.00
4093,Juvenile,F,Number,Türkiye,2009,61.00
4094,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2021,0.36
4095,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2008,0.33
4096,Juvenile,F,Number,Luxembourg,2010,1.00
4097,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2022,0.00
4098,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2009,0.17
4099,Juvenile,F,Number,Luxembourg,2011,1.00
4100,Juvenile,F,"Per hundred thousand inhabitants",Denmark,2023,0.00
4101,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2010,0.00
4102,Juvenile,F,Number,Luxembourg,2012,0.00
4103,Juvenile,F,Number,Türkiye,2010,68.00
4104,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2008,0.82
4105,Juvenile,F,Number,Luxembourg,2013,2.00
4106,Juvenile,F,Number,Türkiye,2011,72.00
4107,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2009,0.83
4108,Juvenile,F,Number,Türkiye,2012,55.00
4109,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2010,0.90
4110,Juvenile,F,Number,Türkiye,2013,50.00
4111,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2011,3.37
4112,Juvenile,F,Number,Türkiye,2014,63.00
4113,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2011,0.00
4114,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2012,1.81
4115,Juvenile,F,Number,Luxembourg,2014,1.00
4116,Juvenile,F,Number,Türkiye,2015,74.00
4117,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2013,1.69
4118,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2012,0.35
4119,Juvenile,F,Number,Türkiye,2016,79.00
4120,Juvenile,F,Number,Luxembourg,2015,0.00
4121,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2014,1.69
4122,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2013,0.17
4123,Juvenile,F,Number,Luxembourg,2016,0.00
4124,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2015,1.68
4125,Juvenile,F,Number,Luxembourg,2017,0.00
4126,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2014,0.17
4127,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2016,0.83
4128,Juvenile,F,Number,Luxembourg,2018,0.00
4129,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2015,0.17
4130,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2017,0.82
4131,Juvenile,F,Number,Türkiye,2017,80.00
4132,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2016,0.00
4133,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2018,0.82
4134,Juvenile,F,Number,Türkiye,2018,93.00
4135,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2017,0.17
4136,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2019,0.00
4137,Juvenile,F,Number,Türkiye,2019,95.00
4138,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2018,0.35
4139,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2020,0.00
4140,Juvenile,F,Number,Türkiye,2020,41.00
4141,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2019,0.00
4142,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2021,0.00
4143,Juvenile,F,Number,Türkiye,2021,45.00
4144,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2022,0.00
4145,Juvenile,F,Number,Türkiye,2022,94.00
4146,Juvenile,F,Number,Luxembourg,2019,0.00
4147,Juvenile,F,"Per hundred thousand inhabitants",Estonia,2023,0.00
4148,Juvenile,F,Number,Türkiye,2023,108.00
4149,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2020,0.00
4150,Juvenile,F,Number,Luxembourg,2020,0.00
4151,Juvenile,F,"Per hundred thousand inhabitants",Greece,2008,3.09
4152,Juvenile,F,Number,"England and Wales",2008,70.00
4153,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2021,0.17
4154,Juvenile,F,"Per hundred thousand inhabitants",Greece,2009,2.59
4155,Juvenile,F,"Per hundred thousand inhabitants",Greece,2010,2.81
4156,Juvenile,F,"Per hundred thousand inhabitants",Greece,2011,1.67
4157,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2022,0.17
4158,Juvenile,F,"Per hundred thousand inhabitants",Greece,2012,1.36
4159,Juvenile,F,Number,Luxembourg,2021,0.00
4160,Juvenile,F,"Per hundred thousand inhabitants",Bulgaria,2023,0.19
4161,Juvenile,F,Number,Luxembourg,2022,1.00
4162,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2008,0.57
4163,Juvenile,F,Number,Luxembourg,2023,0.00
4164,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2009,0.14
4165,Juvenile,F,"Per hundred thousand inhabitants",Greece,2013,1.27
4166,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2010,0.85
4167,Juvenile,F,"Per hundred thousand inhabitants",Greece,2014,1.17
4168,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2011,0.42
4169,Juvenile,F,"Per hundred thousand inhabitants",Greece,2015,0.43
4170,Juvenile,F,"Per hundred thousand inhabitants",Greece,2016,1.09
4171,Juvenile,F,"Per hundred thousand inhabitants",Greece,2017,0.88
4172,Juvenile,F,"Per hundred thousand inhabitants",Greece,2018,1.10
4173,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2012,0.56
4174,Juvenile,F,"Per hundred thousand inhabitants",Greece,2019,0.33
4175,Juvenile,F,"Per hundred thousand inhabitants",Greece,2020,0.33
4176,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2013,0.42
4177,Juvenile,F,"Per hundred thousand inhabitants",Greece,2021,0.34
4178,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2014,0.28
4179,Juvenile,F,"Per hundred thousand inhabitants",Greece,2022,0.35
4180,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2015,0.14
4181,Juvenile,F,"Per hundred thousand inhabitants",Greece,2023,0.12
4182,Juvenile,F,"Per hundred thousand inhabitants",Spain,2010,2.07
4183,Juvenile,F,Number,Latvia,2008,8.00
4184,Juvenile,F,"Per hundred thousand inhabitants",Spain,2011,1.69
4185,Juvenile,F,"Per hundred thousand inhabitants",Spain,2012,1.73
4186,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2016,0.00
4187,Juvenile,F,Number,Latvia,2009,21.00
4188,Juvenile,F,Number,"England and Wales",2009,57.00
4189,Juvenile,F,"Per hundred thousand inhabitants",Spain,2013,1.63
4190,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2017,0.00
4191,Juvenile,F,Number,Latvia,2010,5.00
4192,Juvenile,F,Number,"England and Wales",2010,28.00
4193,Juvenile,F,"Per hundred thousand inhabitants",Spain,2014,0.91
4194,Juvenile,F,Number,Latvia,2011,3.00
4195,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2018,0.41
4196,Juvenile,F,"Per hundred thousand inhabitants",Spain,2015,0.86
4197,Juvenile,F,Number,Latvia,2012,3.00
4198,Juvenile,F,"Per hundred thousand inhabitants",Spain,2016,1.01
4199,Juvenile,F,Number,"England and Wales",2011,23.00
4200,Juvenile,F,"Per hundred thousand inhabitants",Spain,2017,0.79
4201,Juvenile,F,Number,"England and Wales",2012,24.00
4202,Juvenile,F,"Per hundred thousand inhabitants",Spain,2018,1.16
4203,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2019,0.00
4204,Juvenile,F,Number,"England and Wales",2013,8.00
4205,Juvenile,F,"Per hundred thousand inhabitants",Spain,2019,0.92
4206,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2020,0.93
4207,Juvenile,F,Number,"England and Wales",2014,0.00
4208,Juvenile,F,"Per hundred thousand inhabitants",Spain,2020,0.42
4209,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2021,0.53
4210,Juvenile,F,Number,Latvia,2013,0.00
4211,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2022,0.00
4212,Juvenile,F,Number,Latvia,2014,2.00
4213,Juvenile,F,"Per hundred thousand inhabitants",Switzerland,2023,0.52
4214,Juvenile,F,Number,Latvia,2015,3.00
4215,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2008,2.32
4216,Juvenile,F,"Per hundred thousand inhabitants",Spain,2021,0.73
4217,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2013,1.57
4218,Juvenile,F,Number,Latvia,2016,0.00
4219,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2009,1.16
4220,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2014,2.12
4221,Juvenile,F,Number,Latvia,2017,1.00
4222,Juvenile,F,Number,Latvia,2018,0.00
4223,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2015,1.08
4224,Juvenile,F,"Per hundred thousand inhabitants",Spain,2022,0.79
4225,Juvenile,F,Number,Latvia,2019,0.00
4226,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2016,1.93
4227,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2010,0.00
4228,Juvenile,F,Number,Latvia,2020,0.00
4229,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2017,1.69
4230,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2018,1.72
4231,Juvenile,F,"Per hundred thousand inhabitants",Spain,2023,0.94
4232,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2019,2.63
4233,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2011,2.31
4234,Juvenile,F,"Per hundred thousand inhabitants",Finland,2008,1.12
4235,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2020,2.07
4236,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2012,2.32
4237,Juvenile,F,"Per hundred thousand inhabitants",Finland,2009,0.56
4238,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2021,3.27
4239,Juvenile,F,Number,Latvia,2021,1.00
4240,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2013,5.87
4241,Juvenile,F,"Per hundred thousand inhabitants",Finland,2010,0.19
4242,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2022,2.61
4243,Juvenile,F,Number,Latvia,2022,0.00
4244,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2014,0.00
4245,Juvenile,F,"Per hundred thousand inhabitants",Finland,2011,0.57
4246,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2023,2.79
4247,Juvenile,F,Number,Latvia,2023,1.00
4248,Juvenile,F,"Per hundred thousand inhabitants",Finland,2012,0.38
4249,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2015,1.21
4250,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2008,2.62
4251,Juvenile,F,Number,Montenegro,2008,2.00
4252,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2009,1.88
4253,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2016,0.00
4254,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2010,2.36
4255,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2017,1.22
4256,Juvenile,F,"Per hundred thousand inhabitants",Finland,2013,0.57
4257,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2011,2.63
4258,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2018,0.00
4259,Juvenile,F,Number,Montenegro,2009,2.00
4260,Juvenile,F,"Per hundred thousand inhabitants",Finland,2014,0.57
4261,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2012,1.84
4262,Juvenile,F,Number,Montenegro,2010,1.00
4263,Juvenile,F,"Per hundred thousand inhabitants",Finland,2015,1.71
4264,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2013,2.34
4265,Juvenile,F,Number,Montenegro,2011,1.00
4266,Juvenile,F,"Per hundred thousand inhabitants",Finland,2016,2.10
4267,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2019,1.27
4268,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2014,2.02
4269,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2015,1.90
4270,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2016,2.04
4271,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2020,0.00
4272,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2017,0.96
4273,Juvenile,F,"Per hundred thousand inhabitants",Finland,2017,1.15
4274,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2018,1.20
4275,Juvenile,F,"Per hundred thousand inhabitants",Cyprus,2021,4.78
4276,Juvenile,F,"Per hundred thousand inhabitants",Finland,2018,0.77
4277,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2019,1.08
4278,Juvenile,F,"Per hundred thousand inhabitants",Finland,2019,1.55
4279,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2020,1.20
4280,Juvenile,F,"Per hundred thousand inhabitants",Finland,2020,2.93
4281,Juvenile,F,Number,Montenegro,2012,1.00
4282,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2021,1.15
4283,Juvenile,F,Number,Montenegro,2013,0.00
4284,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2022,0.48
4285,Juvenile,F,Number,Montenegro,2014,0.00
4286,Juvenile,F,Number,Montenegro,2015,0.00
4287,Juvenile,F,"Per hundred thousand inhabitants",Hungary,2023,0.61
4288,Juvenile,F,"Per hundred thousand inhabitants",Finland,2021,0.98
4289,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2008,0.00
4290,Juvenile,F,Number,Montenegro,2016,0.00
4291,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2009,0.00
4292,Juvenile,F,"Per hundred thousand inhabitants",Finland,2022,0.00
4293,Juvenile,F,"Per hundred thousand inhabitants",Luxembourg,2018,0.00
4294,Juvenile,F,Number,Montenegro,2017,0.00
4295,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2010,0.00
4296,Juvenile,F,"Per hundred thousand inhabitants",Finland,2023,0.00
4297,Juvenile,F,"Per hundred thousand inhabitants",Luxembourg,2019,0.00
4298,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2011,0.00
4299,Juvenile,F,"Per hundred thousand inhabitants",France,2008,0.34
4300,Juvenile,F,"Per hundred thousand inhabitants",Luxembourg,2020,0.00
4301,Juvenile,F,"Per hundred thousand inhabitants",France,2009,0.31
4302,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2012,0.00
4303,Juvenile,F,"Per hundred thousand inhabitants",Luxembourg,2021,0.00
4304,Juvenile,F,"Per hundred thousand inhabitants",France,2010,0.24
4305,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2013,0.00
4306,Juvenile,F,"Per hundred thousand inhabitants",Luxembourg,2022,1.77
4307,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2014,0.00
4308,Juvenile,F,"Per hundred thousand inhabitants",Luxembourg,2023,0.00
4309,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2015,0.17
4310,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2016,0.17
4311,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2008,4.08
4312,Juvenile,F,"Per hundred thousand inhabitants",France,2011,0.47
4313,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2018,1.20
4314,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2009,11.06
4315,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2019,0.51
4316,Juvenile,F,Number,Montenegro,2018,0.00
4317,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2010,2.73
4318,Juvenile,F,"Per hundred thousand inhabitants",France,2012,0.49
4319,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2011,1.71
4320,Juvenile,F,"Per hundred thousand inhabitants",France,2013,0.42
4321,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2012,1.75
4322,Juvenile,F,"Per hundred thousand inhabitants",France,2014,0.49
4323,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2013,0.00
4324,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2020,0.51
4325,Juvenile,F,"Per hundred thousand inhabitants",France,2015,0.39
4326,Juvenile,F,Number,Montenegro,2019,0.00
4327,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2014,1.26
4328,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2021,0.51
4329,Juvenile,F,"Per hundred thousand inhabitants",France,2016,0.46
4330,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2022,0.69
4331,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2015,1.77
4332,Juvenile,F,"Per hundred thousand inhabitants",France,2017,0.42
4333,Juvenile,F,"Per hundred thousand inhabitants",Ireland,2023,0.33
4334,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2016,0.00
4335,Juvenile,F,"Per hundred thousand inhabitants",France,2018,0.32
4336,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2008,2.55
4337,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2017,0.58
4338,Juvenile,F,"Per hundred thousand inhabitants",France,2019,0.27
4339,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2009,0.00
4340,Juvenile,F,Number,Montenegro,2020,1.00
4341,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2018,0.00
4342,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2010,0.00
4343,Juvenile,F,Number,Montenegro,2021,0.00
4344,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2019,0.00
4345,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2011,0.00
4346,Juvenile,F,Number,Montenegro,2022,0.00
4347,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2020,0.00
4348,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2012,0.00
4349,Juvenile,F,"Per hundred thousand inhabitants",France,2020,0.35
4350,Juvenile,F,Number,Montenegro,2023,0.00
4351,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2021,0.58
4352,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2013,0.00
4353,Juvenile,F,Number,"North Macedonia",2016,0.00
4354,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2022,0.00
4355,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2014,0.00
4356,Juvenile,F,Number,"North Macedonia",2022,0.00
4357,Juvenile,F,"Per hundred thousand inhabitants",Latvia,2023,0.57
4358,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2015,0.00
4359,Juvenile,F,"Per hundred thousand inhabitants",France,2021,0.34
4360,Juvenile,F,Number,"North Macedonia",2023,0.00
4361,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2016,0.00
4362,Juvenile,F,"Per hundred thousand inhabitants",Montenegro,2008,2.77
4363,Juvenile,F,"Per hundred thousand inhabitants",France,2022,0.30
4364,Juvenile,F,Number,Malta,2009,0.00
4365,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2017,0.00
4366,Juvenile,F,"Per hundred thousand inhabitants",France,2023,0.29
4367,Juvenile,F,"Per hundred thousand inhabitants",Montenegro,2009,2.80
4368,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2018,0.00
4369,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2008,0.00
4370,Juvenile,F,"Per hundred thousand inhabitants",Montenegro,2010,1.41
4371,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2019,0.00
4372,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2009,1.77
4373,Juvenile,F,Number,Malta,2010,0.00
4374,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2020,0.00
4375,Juvenile,F,"Per hundred thousand inhabitants",Montenegro,2011,1.43
4376,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2010,2.04
4377,Juvenile,F,Number,Malta,2011,0.00
4378,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2021,0.00
4379,Juvenile,F,"Per hundred thousand inhabitants",Montenegro,2012,1.44
4380,Juvenile,F,"Per hundred thousand inhabitants",Croatia,2011,1.28
4381,Juvenile,F,"Per hundred thousand inhabitants",Iceland,2022,0.00
