ID,offence,sex,unit_of_measure,country_territory,recorded_year,recorded_value
3875,Rape,Males,Number,Lithuania,2018,326.00
3876,Rape,Males,Number,Lithuania,2019,270.00
3877,Rape,Males,Number,Lithuania,2020,245.00
3878,Rape,Males,Number,Lithuania,2021,235.00
3879,Rape,Males,Number,Lithuania,2022,188.00
3880,Rape,Males,Number,Lithuania,2023,177.00
3881,Rape,Males,Number,Luxembourg,2011,24.00
3882,Rape,Males,"Per hundred thousand inhabitants",Greece,2009,3.89
3883,Rape,Males,"Per hundred thousand inhabitants",Greece,2010,3.99
3884,Rape,Males,Number,Luxembourg,2012,24.00
3885,Rape,Males,"Per hundred thousand inhabitants",Greece,2011,3.80
3886,Rape,Males,"Per hundred thousand inhabitants",Greece,2012,3.24
3887,Rape,Males,"Per hundred thousand inhabitants",Greece,2013,3.32
3888,Rape,Males,"Per hundred thousand inhabitants",Greece,2014,3.68
3889,Rape,Males,Number,Luxembourg,2013,32.00
3890,Rape,Males,"Per hundred thousand inhabitants",Greece,2015,2.60
3891,Rape,Males,Number,Luxembourg,2014,23.00
3892,Rape,Males,"Per hundred thousand inhabitants",Greece,2016,3.16
3893,Rape,Males,Number,Luxembourg,2015,22.00
3894,Rape,Males,"Per hundred thousand inhabitants",Greece,2017,5.78
3895,Rape,Males,Number,Luxembourg,2016,11.00
3896,Rape,Males,"Per hundred thousand inhabitants",Greece,2018,5.18
3897,Rape,Males,"Per hundred thousand inhabitants",Greece,2019,6.60
3898,Rape,Males,"Per hundred thousand inhabitants",Greece,2020,6.46
3899,Rape,Males,Number,Luxembourg,2017,34.00
3900,Rape,Males,"Per hundred thousand inhabitants",Greece,2021,5.56
3901,Rape,Males,Number,Latvia,2013,148.00
3902,Rape,Males,"Per hundred thousand inhabitants",Greece,2022,5.81
3903,Rape,Males,"Per hundred thousand inhabitants",Greece,2023,5.99
3904,Rape,Males,"Per hundred thousand inhabitants",Spain,2008,10.03
3905,Rape,Males,"Per hundred thousand inhabitants",Spain,2009,10.65
3906,Rape,Males,"Per hundred thousand inhabitants",Spain,2010,10.70
3907,Rape,Males,"Per hundred thousand inhabitants",Spain,2011,10.21
3908,Rape,Males,"Per hundred thousand inhabitants",Spain,2012,9.54
3909,Rape,Males,"Per hundred thousand inhabitants",Spain,2013,9.38
3910,Rape,Males,"Per hundred thousand inhabitants",Spain,2014,9.24
3911,Rape,Males,"Per hundred thousand inhabitants",Spain,2015,9.77
3912,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2016,23.32
3913,Rape,Males,"Per hundred thousand inhabitants",Spain,2016,13.92
3914,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2017,26.90
3915,Rape,Males,"Per hundred thousand inhabitants",Spain,2017,14.17
3916,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2018,25.13
3917,Rape,Males,"Per hundred thousand inhabitants",Spain,2018,14.36
3918,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2019,20.84
3919,Rape,Males,"Per hundred thousand inhabitants",Spain,2019,14.46
3920,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2020,18.78
3921,Rape,Males,"Per hundred thousand inhabitants",Spain,2020,14.87
3922,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2021,17.89
3923,Rape,Males,"Per hundred thousand inhabitants",Spain,2021,15.93
3924,Rape,Males,"Per hundred thousand inhabitants",Spain,2022,17.18
3925,Rape,Males,"Per hundred thousand inhabitants",Spain,2023,16.90
3926,Rape,Males,"Per hundred thousand inhabitants",Finland,2023,2.83
3927,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2022,14.39
3928,Rape,Males,"Per hundred thousand inhabitants",France,2008,25.74
3929,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2023,13.25
3930,Rape,Males,"Per hundred thousand inhabitants",Luxembourg,2011,9.43
3931,Rape,Males,"Per hundred thousand inhabitants",Luxembourg,2012,9.17
3932,Rape,Males,"Per hundred thousand inhabitants",Luxembourg,2013,11.92
3933,Rape,Males,"Per hundred thousand inhabitants",France,2009,24.80
3934,Rape,Males,"Per hundred thousand inhabitants",Luxembourg,2014,8.36
3935,Rape,Males,"Per hundred thousand inhabitants",France,2010,23.84
3936,Rape,Males,"Per hundred thousand inhabitants",Luxembourg,2015,7.80
3937,Rape,Males,"Per hundred thousand inhabitants",France,2011,24.00
3938,Rape,Males,"Per hundred thousand inhabitants",Luxembourg,2016,3.80
3939,Rape,Males,"Per hundred thousand inhabitants",Luxembourg,2017,11.46
3940,Rape,Males,"Per hundred thousand inhabitants",Latvia,2013,15.97
3941,Rape,Males,Number,Latvia,2014,138.00
3942,Rape,Males,"Per hundred thousand inhabitants",Latvia,2014,15.05
3943,Rape,Males,"Per hundred thousand inhabitants",France,2012,23.99
3944,Rape,Males,"Per hundred thousand inhabitants",Latvia,2015,14.49
3945,Rape,Males,"Per hundred thousand inhabitants",France,2013,23.82
3946,Rape,Males,"Per hundred thousand inhabitants",Latvia,2016,14.82
3947,Rape,Males,"Per hundred thousand inhabitants",France,2014,22.43
3948,Rape,Males,"Per hundred thousand inhabitants",Latvia,2017,15.18
3949,Rape,Males,"Per hundred thousand inhabitants",Latvia,2018,14.05
3950,Rape,Males,"Per hundred thousand inhabitants",Latvia,2019,13.79
3951,Rape,Males,"Per hundred thousand inhabitants",Latvia,2020,14.76
3952,Rape,Males,"Per hundred thousand inhabitants",France,2016,13.58
3953,Rape,Males,"Per hundred thousand inhabitants",Latvia,2021,14.51
3954,Rape,Males,"Per hundred thousand inhabitants",France,2017,21.43
3955,Rape,Males,"Per hundred thousand inhabitants",Latvia,2022,16.34
3956,Rape,Males,"Per hundred thousand inhabitants",France,2018,22.15
3957,Rape,Males,"Per hundred thousand inhabitants",Latvia,2023,15.59
3958,Rape,Males,Number,Latvia,2015,132.00
3959,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2008,0.99
3960,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2009,2.30
3961,Rape,Males,Number,Latvia,2016,134.00
3962,Rape,Males,"Per hundred thousand inhabitants",France,2019,22.86
3963,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2010,3.93
3964,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2011,0.98
3965,Rape,Males,"Per hundred thousand inhabitants",France,2020,23.18
3966,Rape,Males,Number,Latvia,2017,136.00
3967,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2012,0.98
3968,Rape,Males,"Per hundred thousand inhabitants",France,2021,25.42
3969,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2013,1.30
3970,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2014,0.65
3971,Rape,Males,Number,Latvia,2018,125.00
3972,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2015,0.98
3973,Rape,Males,"Per hundred thousand inhabitants",France,2023,29.79
3974,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2016,3.25
3975,Rape,Males,Number,Latvia,2019,122.00
3976,Rape,Males,"Per hundred thousand inhabitants",Croatia,2008,6.98
3977,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2017,2.60
3978,Rape,Males,"Per hundred thousand inhabitants",Croatia,2009,7.61
3979,Rape,Males,Number,Latvia,2020,130.00
3980,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2018,0.65
3981,Rape,Males,"Per hundred thousand inhabitants",Croatia,2010,7.52
3982,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2019,3.25
3983,Rape,Males,Number,Latvia,2021,127.00
3984,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2020,0.98
3985,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2021,2.28
3986,Rape,Males,Number,Latvia,2022,142.00
3987,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2022,2.29
3988,Rape,Males,"Per hundred thousand inhabitants",Croatia,2012,6.89
3989,Rape,Males,"Per hundred thousand inhabitants",Montenegro,2023,0.66
3990,Rape,Males,Number,Latvia,2023,136.00
3991,Rape,Males,"Per hundred thousand inhabitants",Croatia,2013,4.86
3992,Rape,Males,"Per hundred thousand inhabitants",Malta,2013,2.86
3993,Rape,Males,Number,Montenegro,2008,3.00
3994,Rape,Males,"Per hundred thousand inhabitants",Malta,2014,3.30
3995,Rape,Males,"Per hundred thousand inhabitants",Malta,2015,2.33
3996,Rape,Males,"Per hundred thousand inhabitants",Malta,2016,5.52
3997,Rape,Males,"Per hundred thousand inhabitants",Malta,2017,8.20
3998,Rape,Males,"Per hundred thousand inhabitants",Malta,2018,4.99
3999,Rape,Males,Number,Montenegro,2009,7.00
4000,Rape,Males,"Per hundred thousand inhabitants",Malta,2019,5.16
4001,Rape,Males,Number,Montenegro,2010,12.00
4002,Rape,Males,"Per hundred thousand inhabitants",Croatia,2014,4.73
4003,Rape,Males,"Per hundred thousand inhabitants",Croatia,2015,4.46
4004,Rape,Males,"Per hundred thousand inhabitants",Croatia,2018,2.37
4005,Rape,Males,"Per hundred thousand inhabitants",Croatia,2019,2.64
4006,Rape,Males,"Per hundred thousand inhabitants",Croatia,2020,1.83
4007,Rape,Males,"Per hundred thousand inhabitants",Croatia,2021,2.09
4008,Rape,Males,"Per hundred thousand inhabitants",Croatia,2022,2.74
4009,Rape,Males,"Per hundred thousand inhabitants",Croatia,2023,2.26
4010,Rape,Males,"Per hundred thousand inhabitants",Hungary,2013,8.16
4011,Rape,Males,"Per hundred thousand inhabitants",Hungary,2014,6.25
4012,Rape,Males,"Per hundred thousand inhabitants",Hungary,2015,5.66
4013,Rape,Males,"Per hundred thousand inhabitants",Malta,2020,4.52
4014,Rape,Males,"Per hundred thousand inhabitants",Malta,2021,4.87
4015,Rape,Males,"Per hundred thousand inhabitants",Hungary,2017,13.05
4016,Rape,Males,"Per hundred thousand inhabitants",Malta,2022,5.55
4017,Rape,Males,"Per hundred thousand inhabitants",Malta,2023,10.88
4018,Rape,Males,"Per hundred thousand inhabitants",Norway,2008,4.73
4019,Rape,Males,"Per hundred thousand inhabitants",Hungary,2018,6.10
4020,Rape,Males,"Per hundred thousand inhabitants",Norway,2009,5.38
4021,Rape,Males,"Per hundred thousand inhabitants",Hungary,2019,12.30
4022,Rape,Males,"Per hundred thousand inhabitants",Hungary,2020,18.39
4023,Rape,Males,"Per hundred thousand inhabitants",Hungary,2021,22.71
4024,Rape,Males,"Per hundred thousand inhabitants",Hungary,2022,22.22
4025,Rape,Males,"Per hundred thousand inhabitants",Norway,2010,5.23
4026,Rape,Males,"Per hundred thousand inhabitants",Norway,2011,5.75
4027,Rape,Males,"Per hundred thousand inhabitants",Hungary,2023,23.91
4028,Rape,Males,"Per hundred thousand inhabitants",Norway,2012,5.44
4029,Rape,Males,"Per hundred thousand inhabitants",Norway,2013,10.29
4030,Rape,Males,"Per hundred thousand inhabitants",Norway,2014,12.86
4031,Rape,Males,"Per hundred thousand inhabitants",Norway,2015,14.00
4032,Rape,Males,"Per hundred thousand inhabitants",Iceland,2013,7.43
4033,Rape,Males,"Per hundred thousand inhabitants",Norway,2016,14.48
4034,Rape,Males,"Per hundred thousand inhabitants",Iceland,2017,6.43
4035,Rape,Males,"Per hundred thousand inhabitants",Norway,2017,14.53
4036,Rape,Males,"Per hundred thousand inhabitants",Iceland,2018,3.38
4037,Rape,Males,"Per hundred thousand inhabitants",Norway,2018,14.65
4038,Rape,Males,"Per hundred thousand inhabitants",Italy,2008,5.68
4039,Rape,Males,"Per hundred thousand inhabitants",Norway,2019,15.64
4040,Rape,Males,"Per hundred thousand inhabitants",Italy,2009,6.34
4041,Rape,Males,"Per hundred thousand inhabitants",Norway,2020,16.52
4042,Rape,Males,"Per hundred thousand inhabitants",Italy,2010,6.65
4043,Rape,Males,"Per hundred thousand inhabitants",Norway,2021,17.98
4044,Rape,Males,"Per hundred thousand inhabitants",Norway,2022,20.49
4045,Rape,Males,"Per hundred thousand inhabitants",Norway,2023,19.78
4046,Rape,Males,"Per hundred thousand inhabitants",Poland,2016,5.34
4047,Rape,Males,"Per hundred thousand inhabitants",Poland,2017,5.95
4048,Rape,Males,"Per hundred thousand inhabitants",Poland,2018,6.31
4049,Rape,Males,"Per hundred thousand inhabitants",Poland,2019,6.55
4050,Rape,Males,"Per hundred thousand inhabitants",Poland,2020,6.46
4051,Rape,Males,"Per hundred thousand inhabitants",Poland,2021,6.42
4052,Rape,Males,"Per hundred thousand inhabitants",Poland,2022,6.44
4053,Rape,Males,"Per hundred thousand inhabitants",Poland,2023,7.04
4054,Rape,Males,"Per hundred thousand inhabitants",Portugal,2008,4.12
4055,Rape,Males,"Per hundred thousand inhabitants",Portugal,2009,4.62
4056,Rape,Males,"Per hundred thousand inhabitants",Portugal,2010,4.40
4057,Rape,Males,"Per hundred thousand inhabitants",Portugal,2011,3.92
4058,Rape,Males,"Per hundred thousand inhabitants",Portugal,2012,4.04
4059,Rape,Males,"Per hundred thousand inhabitants",Portugal,2013,4.14
4060,Rape,Males,Number,Montenegro,2011,3.00
4061,Rape,Males,"Per hundred thousand inhabitants",Portugal,2014,4.09
4062,Rape,Males,"Per hundred thousand inhabitants",Portugal,2015,4.14
4063,Rape,Males,"Per hundred thousand inhabitants",Portugal,2016,4.06
4064,Rape,Males,"Per hundred thousand inhabitants",Portugal,2017,4.10
4065,Rape,Males,Number,Montenegro,2012,3.00
4066,Rape,Males,"Per hundred thousand inhabitants",Portugal,2018,3.20
4067,Rape,Males,"Per hundred thousand inhabitants",Portugal,2019,3.05
4068,Rape,Males,Number,Montenegro,2013,4.00
4069,Rape,Males,Number,Montenegro,2014,2.00
4070,Rape,Males,"Per hundred thousand inhabitants",Italy,2011,6.92
4071,Rape,Males,"Per hundred thousand inhabitants",Italy,2012,7.00
4072,Rape,Males,"Per hundred thousand inhabitants",Portugal,2020,3.09
4073,Rape,Males,Number,Montenegro,2015,3.00
4074,Rape,Males,"Per hundred thousand inhabitants",Italy,2013,6.69
4075,Rape,Males,"Per hundred thousand inhabitants",Portugal,2021,3.15
4076,Rape,Males,Number,Montenegro,2016,10.00
4077,Rape,Males,"Per hundred thousand inhabitants",Italy,2014,6.39
4078,Rape,Males,"Per hundred thousand inhabitants",Liechtenstein,2016,0.00
4079,Rape,Males,Number,Montenegro,2017,8.00
4080,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2008,26.82
4081,Rape,Males,"Per hundred thousand inhabitants",Portugal,2022,4.22
4082,Rape,Males,"Per hundred thousand inhabitants",Portugal,2023,2.57
4083,Rape,Males,Number,Montenegro,2018,2.00
4084,Rape,Males,"Per hundred thousand inhabitants",Romania,2008,13.68
4085,Rape,Males,"Per hundred thousand inhabitants",Romania,2009,13.49
4086,Rape,Males,Number,Montenegro,2019,10.00
4087,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2009,28.44
4088,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2010,29.10
4089,Rape,Males,Number,Montenegro,2020,3.00
4090,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2011,33.19
4091,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2012,36.07
4092,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2013,34.26
4093,Rape,Males,Number,Montenegro,2021,7.00
4094,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2014,33.70
4095,Rape,Males,Number,Montenegro,2022,7.00
4096,Rape,Males,Number,Montenegro,2023,2.00
4097,Rape,Males,Number,Malta,2013,6.00
4098,Rape,Males,"Per hundred thousand inhabitants",Lithuania,2015,23.32
4099,Rape,Males,Number,Malta,2014,7.00
4100,Rape,Males,Number,Malta,2015,5.00
4101,Rape,Males,Number,Malta,2016,12.00
4102,Rape,Males,Number,Malta,2017,19.00
4103,Rape,Males,Number,Malta,2018,12.00
4104,Rape,Males,"Per hundred thousand inhabitants",Sweden,2008,9.71
4105,Rape,Males,Number,Malta,2019,13.00
4106,Rape,Males,"Per hundred thousand inhabitants",Sweden,2009,9.21
4107,Rape,Males,"Per hundred thousand inhabitants",Sweden,2010,8.88
4108,Rape,Males,Number,Malta,2020,12.00
4109,Rape,Males,"Per hundred thousand inhabitants",Sweden,2011,8.44
4110,Rape,Males,"Per hundred thousand inhabitants",Romania,2010,14.01
4111,Rape,Males,"Per hundred thousand inhabitants",Sweden,2012,8.08
4112,Rape,Males,Number,Malta,2021,13.00
4113,Rape,Males,"Per hundred thousand inhabitants",Romania,2011,15.42
4114,Rape,Males,"Per hundred thousand inhabitants",Sweden,2013,7.78
4115,Rape,Males,Number,Malta,2022,15.00
4116,Rape,Males,"Per hundred thousand inhabitants",Romania,2012,16.83
4117,Rape,Males,Number,Malta,2023,31.00
4118,Rape,Males,"Per hundred thousand inhabitants",Romania,2013,19.51
4119,Rape,Males,"Per hundred thousand inhabitants",Sweden,2014,8.10
4120,Rape,Males,"Per hundred thousand inhabitants",Romania,2014,19.05
4121,Rape,Males,Number,Norway,2008,224.00
4122,Rape,Males,"Per hundred thousand inhabitants",Sweden,2015,7.68
4123,Rape,Males,"Per hundred thousand inhabitants",Romania,2015,19.74
4124,Rape,Males,"Per hundred thousand inhabitants",Sweden,2016,7.26
4125,Rape,Males,"Per hundred thousand inhabitants",Sweden,2017,6.94
4126,Rape,Males,"Per hundred thousand inhabitants",Sweden,2018,6.63
4127,Rape,Males,"Per hundred thousand inhabitants",Romania,2016,20.89
4128,Rape,Males,"Per hundred thousand inhabitants",Sweden,2019,8.75
4129,Rape,Males,"Per hundred thousand inhabitants",Romania,2017,18.98
4130,Rape,Males,"Per hundred thousand inhabitants",Sweden,2020,10.59
4131,Rape,Males,"Per hundred thousand inhabitants",Romania,2018,19.18
4132,Rape,Males,"Per hundred thousand inhabitants",Sweden,2021,10.84
4133,Rape,Males,"Per hundred thousand inhabitants",Sweden,2022,12.26
4134,Rape,Males,"Per hundred thousand inhabitants",Sweden,2023,12.55
4135,Rape,Males,"Per hundred thousand inhabitants",Slovenia,2016,1.07
4136,Rape,Males,"Per hundred thousand inhabitants",Romania,2019,19.34
4137,Rape,Males,"Per hundred thousand inhabitants",Slovenia,2017,1.37
4138,Rape,Males,"Per hundred thousand inhabitants",Romania,2020,21.00
4139,Rape,Males,"Per hundred thousand inhabitants",Slovenia,2018,0.78
4140,Rape,Males,"Per hundred thousand inhabitants",Romania,2021,26.97
4141,Rape,Males,"Per hundred thousand inhabitants",Slovenia,2019,0.67
4142,Rape,Males,"Per hundred thousand inhabitants",Slovenia,2020,0.76
4143,Rape,Males,"Per hundred thousand inhabitants",Slovenia,2021,0.57
4144,Rape,Males,"Per hundred thousand inhabitants",Slovenia,2022,1.51
4145,Rape,Males,"Per hundred thousand inhabitants",Romania,2022,29.19
4146,Rape,Males,"Per hundred thousand inhabitants",Slovenia,2023,1.88
4147,Rape,Males,"Per hundred thousand inhabitants",Romania,2023,30.10
4148,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2014,5.38
4149,Rape,Males,Number,Norway,2009,258.00
4150,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2015,5.45
4151,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2016,5.40
4152,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2017,9.09
4153,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2018,5.08
4154,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2019,4.96
4155,Rape,Males,Number,Norway,2010,254.00
4156,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2020,5.37
4157,Rape,Males,Number,Norway,2011,283.00
4158,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2021,5.03
4159,Rape,Males,"Per hundred thousand inhabitants",Slovakia,2023,5.46
4160,Rape,Males,Number,Norway,2012,271.00
4161,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2009,1.52
4162,Rape,Males,Number,Norway,2013,261.00
4163,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2010,2.45
4164,Rape,Males,Number,Norway,2014,330.00
4165,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2011,2.19
4166,Rape,Males,Number,Norway,2015,364.00
4167,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2012,5.93
4168,Rape,Males,Number,Norway,2016,380.00
4169,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2013,27.49
4170,Rape,Males,Number,Norway,2017,385.00
4171,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2014,32.97
4172,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2015,37.00
4173,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2016,39.38
4174,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2018,29.28
4175,Rape,Males,Number,Norway,2018,391.00
4176,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2019,28.61
4177,Rape,Males,Number,Norway,2019,420.00
4178,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2020,27.78
4179,Rape,Males,Number,Norway,2020,447.00
4180,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2021,27.31
4181,Rape,Males,Number,Norway,2021,489.00
4182,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2022,27.67
4183,Rape,Males,Number,Norway,2022,561.00
4184,Rape,Males,"Per hundred thousand inhabitants",Türkiye,2023,22.03
4185,Rape,Males,Number,Norway,2023,547.00
4186,Rape,Males,"Per hundred thousand inhabitants","England and Wales",2008,15.77
